from	from	from
paid	paid	paid
much	much	much
more	more	more
than	than	than
most	most	most
hard	hard	hard
working	work	working
citizens	citizen	citizen
(	(	(
and	and	and
much	much	much
more	more	more
than	than	than
rickey	rickey	rickey
henderson	henderson	henderson
for	for	for
that	that	that
matter	matter	matter
)	)	)
.	.	.

>	>	>

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
a	a	a
problem	problem	problem
with	with	with
them	them	them
making	make	making
millions	million	million
.	.	.

my	my	my
problem	problem	problem
is	is	is
when	when	when
the	the	the

>	>	>
say	say	say
they	they	they
aren	aren	aren
'	'	'
t	t	t
being	be	being
paid	paid	paid
enough	enough	enough
,	,	,
when	when	when
they	they	they
already	alreadi	already
get	get	get
3	3	3
million	million	million
-	-	-
-	-	-
also	also	also
,	,	,
>	>	>
their	their	their
numbers	number	number
get	get	get
worse	wors	worse
.	.	.

the	the	the
reason	reason	reason
the	the	the
latter	latter	latter
often	often	often
happens	happen	happens
is	is	is
that	that	that
many	mani	many
of	of	of
these	these	these
folks	folk	folk
start	start	start
making	make	making
the	the	the
real	real	real
big	big	big
salaries	salari	salary
late	late	late
in	in	in
their	their	their
career	career	career
,	,	,
when	when	when
they	they	they
are	are	are
on	on	on
the	the	the
decline	declin	decline
.	.	.

(	(	(
there	there	there
are	are	are
exceptions	except	exception
,	,	,
of	of	of
course	cours	course
.	.	.

dave	dave	dave
parker	parker	parker
fell	fell	fell
apart	apart	apart
after	after	after
making	make	making
his	his	his
first	first	first
million	million	million
because	becaus	because
he	he	he
put	put	put
most	most	most
of	of	of
that	that	that
million	million	million
up	up	up
his	his	his
nose	nose	nose
.	.	.
)	)	)

-	-	-
-	-	-
jim	jim	jim
mann	mann	mann
stratus	stratus	stratus
computer	comput	computer
jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com
